Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Oxalate (mg),Phytate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Beta-carotene (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Net Carbs (g),Carbs (g),Fiber (g),Insoluble Fiber (g),Soluble Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),ALA (g),DHA (g),EPA (g),Omega-6 (g),AA (g),LA (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2025-05-16,5:06 PM,"Snacks","Whittaker's, The Original Peanut Slab, Milk Chocolate Bar","1.00 bar",267.51,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00,,22.40,22.40,,,,,21.15,16.65,,,,6.30,,,,,,,,,,,,,,,,6.60,,,,,"Sweets"
2025-05-17,8:20 AM,"Breakfast","Whole Foods, Sesame Bagel","2.00 bagel",640.00,,,,,,,,,,,,,,0.00,24.00,,,,200.00,,9.00,,,,,,1020.00,,108.00,114.00,6.00,,,,6.00,12.00,0.00,,,0.40,0.00,,,,,,,,,,,,,,,20.00,,,,,"Baked Products"
2025-05-17,9:26 AM,"Breakfast","Egg, White, Raw, Fresh","250.00 g",130.00,,,,,218.92,0.01,1.10,0.26,0.48,0.01,0.23,,10.00,,,,,,17.50,0.06,0.20,27.50,0.03,37.50,407.50,50.00,415.00,0.07,1.83,1.83,,,,,1.77,0.43,,,,,,,,,,,,,0.72,0.72,1.65,2.54,2.01,1.00,1.71,27.25,1.12,0.31,1.14,2.02,"Dairy and Egg Products"
2025-05-17,9:43 AM,"Breakfast","Eggs, Cooked","2.00 extra large",173.60,0.00,0.00,0.00,0.00,83.57,0.07,0.57,0.07,1.57,0.14,1.24,12.32,49.28,167.25,0.00,97.44,1.15,0.34,56.00,0.01,1.33,11.20,0.03,192.64,141.12,34.50,138.88,1.18,1.24,1.25,0.00,0.00,0.00,0.00,1.25,11.88,417.76,4.57,1.58,3.66,0.00,0.08,0.03,0.04,0.01,1.47,0.17,1.29,0.33,0.33,0.77,1.20,1.01,0.44,0.75,14.09,0.68,0.17,0.57,0.86,"Dairy and Egg Products"
2025-05-17,12:37 PM,"Lunch","Cattleman's Cut, Beef Jerky, Teriyaki","140.00 g",400.00,,,,,,,,,,,,,,,,,,,50.00,,5.00,,,,1500.00,,2600.00,,40.00,40.00,0.00,,,,35.00,2.50,150.00,,,2.00,0.00,,,,,,,,,,,,,,,50.00,,,,,"Beef Products"
2025-05-17,12:41 PM,"Lunch","Pistachio Nuts, Roasted, Salted","30.00 g",170.70,0.00,0.00,14.70,87.00,0.54,0.21,0.07,0.41,0.15,0.34,0.00,47.70,15.30,3.98,0.90,0.00,0.65,3.96,32.10,0.39,1.21,32.70,0.37,140.70,302.10,3.00,128.40,0.70,5.18,8.27,3.09,3.00,0.09,0.41,2.32,13.75,0.00,7.36,4.00,1.69,0.00,0.06,0.06,0.00,0.00,3.94,0.00,3.94,0.09,0.16,0.29,0.50,0.36,0.11,0.34,6.32,0.21,0.08,0.16,0.39,"Nut and Seed Products"
2025-05-17,1:03 PM,"Lunch","Mixed Nuts, with Peanuts, Dry Roasted, Salted","40.00 g",242.80,0.00,0.00,78.36,189.14,0.85,0.12,0.16,2.49,0.48,0.14,0.00,0.80,24.00,0.07,0.32,0.00,2.45,4.80,34.80,0.61,1.49,90.80,1.04,175.20,257.20,3.72,138.00,1.62,6.36,8.97,2.56,2.43,0.20,2.88,2.00,21.40,0.00,13.81,3.94,3.20,0.01,0.04,0.03,0.00,0.00,3.90,0.00,3.90,0.11,0.20,0.30,0.55,0.30,0.10,0.40,7.80,0.27,0.09,0.27,0.38,"Nut and Seed Products"
2025-05-17,2:34 PM,"Lunch","Hot Dog Bun, White","1.00 regular - 6"" x 2"" x 1 1/2""",119.97,0.00,0.00,10.26,35.26,14.77,0.23,0.13,1.80,0.24,0.03,0.09,3.01,56.33,12.72,0.56,0.00,0.12,2.06,61.92,0.05,1.47,9.89,0.22,43.43,52.46,11.70,212.42,0.31,20.78,21.55,0.77,0.56,0.22,15.78,3.13,1.68,0.00,0.32,0.77,0.36,0.01,0.08,0.08,0.00,0.00,0.69,0.00,0.68,0.08,0.08,0.15,0.26,0.10,0.07,0.18,4.20,0.11,0.04,0.11,0.17,"Baked Products"
2025-05-17,2:34 PM,"Lunch","OMV, Smoky Hot Dogs","1.00 Serving (grilled)",242.43,,,,,,,,,,,,,,,,,,,,,,,,,,,560.00,,18.00,20.70,2.70,,,,0.60,15.00,,,,1.20,,,,,,,,,,,,,,,,8.90,,,,,"Meals, Entrees, and Sidedishes"
2025-05-17,2:39 PM,"Lunch","Nabisco, Chips Ahoy! Original Chocolate Chip Cookies","1.00 each",54.50,0.00,1.65,3.49,23.73,0.48,0.04,0.02,0.31,0.02,0.00,0.00,0.00,9.53,0.00,0.00,0.94,0.41,2.31,1.75,0.03,0.34,4.28,0.06,8.38,15.23,1.32,36.62,0.08,7.12,7.41,0.29,0.22,0.08,3.41,3.69,2.70,0.00,0.64,1.07,0.84,0.01,0.08,0.08,0.00,0.00,0.99,0.00,0.99,0.01,0.01,0.02,0.04,0.02,0.01,0.03,0.60,0.02,0.01,0.02,0.03,"Sweets"
2025-05-17,2:57 PM,"Lunch","Whittaker's, The Original Peanut Slab, Milk Chocolate Bar","1.00 bar",267.51,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00,,22.40,22.40,,,,,21.15,16.65,,,,6.30,,,,,,,,,,,,,,,,6.60,,,,,"Sweets"
2025-05-17,6:36 PM,"Dinner","Dairyland, Cottage Cheese 1%","240.00 g",211.20,,,,,,,,,,,,,,57.60,0.00,,,,288.00,,0.38,,,,384.00,,825.60,,13.44,13.44,0.00,,,,13.44,1.92,19.20,,,0.96,0.00,,,,,,,,,,,,,,,32.64,,,,,"Dairy and Egg Products"
2025-05-17,6:38 PM,"Dinner","Simply Delish, Keto Pudding, Vanilla","15.00 g",25.00,,,,,,,,,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,,343.75,,5.00,11.25,1.25,,,,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,,,,,,0.63,,,,,"Sweets"
2025-05-17,6:39 PM,"Dinner","Fennec, Organic Wild Blueberries","185.00 g",105.71,,,,,,,,,,,,,,,3.30,,,,26.43,,0.99,,,,132.14,,0.00,,17.18,25.11,7.93,,,,13.21,0.26,0.00,,,0.00,0.00,,,,,,,,,,,,,,,0.00,,,,,"Fruits and Fruit Juices"
2025-05-17,7:36 PM,"Dinner","Mango, Fresh","290.00 g",174.00,0.00,0.00,1.31,58.00,242.03,0.08,0.11,1.94,0.57,0.35,0.00,1856.00,124.70,156.96,105.56,0.00,2.61,12.18,31.90,0.32,0.46,29.00,0.18,40.60,487.20,1.74,2.90,0.26,38.34,43.44,4.64,2.84,1.83,0.67,39.61,1.10,0.00,0.41,0.21,0.27,0.00,0.15,0.15,0.00,0.00,0.06,0.00,0.06,0.00,0.06,0.08,0.15,0.19,0.02,0.08,2.38,0.09,0.04,0.05,0.12,"Fruits and Fruit Juices"
2025-05-17,6:06 AM,"Snacks","Kamuts & milk","1.00 full recipe",527.32,0.00,0.00,0.12,0.00,6.84,0.00,0.02,0.05,0.03,0.01,0.00,0.00,0.80,120.00,0.20,180.00,0.00,0.00,418.34,0.01,1.07,0.80,0.03,1.60,101.96,0.32,280.51,0.09,71.87,77.10,5.08,0.00,0.00,0.00,47.17,6.74,66.38,0.00,0.00,4.16,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.11,0.00,0.00,0.00,0.00,""
2025-05-17,2:23 PM,"Snacks","Heineken Beer","1.00 x 12.0 fl oz",142.00,14.20,,,,327.68,,,,,,,,,,,,,,,,,,,,,,,,11.00,11.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,,2.00,,,,,"Beverages"
2025-05-17,3:47 PM,"Snacks","Gatorade, Cool Blue","1.00 Serving 355mL 12 fl oz",80.00,,,,,,,,,,,,,,0.00,0.00,,,,0.00,,0.00,,,,45.00,,160.00,,22.00,22.00,0.00,,,,21.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,,,,,,0.00,,,,,"Beverages"
2025-05-17,9:06 PM,"Snacks","Dark Chocolate Bar, 70%-85% Cacao","15.00 g",89.70,0.00,12.00,56.90,113.33,0.21,0.01,0.01,0.16,0.06,0.01,0.04,2.85,2.10,0.29,0.00,0.00,0.09,1.10,10.95,0.26,1.79,34.20,0.29,46.20,107.25,1.02,3.00,0.50,5.25,6.89,1.64,1.29,0.34,0.97,3.60,6.39,0.45,1.92,0.19,3.67,0.00,0.01,0.01,0.00,0.00,0.18,0.00,0.18,0.01,0.02,0.05,0.07,0.06,0.01,0.06,1.17,0.05,0.02,0.04,0.07,"Sweets"
2025-05-18,8:45 AM,"Breakfast","Overnight protien oats","1.00 full recipe",620.29,,,,,461.84,,0.85,,,,6.00,,,300.00,0.00,360.00,4.02,,762.86,,7.30,48.00,,40.00,1154.29,,244.29,3.00,67.71,90.29,22.57,,,,6.29,14.03,5.71,4.00,1.40,1.97,0.00,0.00,,,,1.40,,,,,,,,,,31.14,,,,,""
2025-05-18,8:46 AM,"Breakfast","Ghost, Whey Protein, Nutter Butter","62.00 g",239.04,,,,,4.10,0.44,0.53,6.20,,0.62,1.41,,210.80,9.30,0.50,0.00,0.24,0.31,225.59,0.62,0.57,112.22,,398.66,286.84,15.38,403.37,4.43,10.46,11.95,1.49,,,,4.48,3.73,52.29,0.17,0.57,1.49,0.00,0.07,,,,0.51,,,,,,,,,,38.84,,,,,"Supplements"
2025-05-18,12:15 PM,"Lunch","Ground Turkey, Extra Lean, Fat Free","175.00 g",264.25,0.00,0.00,0.00,0.00,115.08,0.14,0.24,21.96,1.68,1.89,1.22,0.00,14.00,15.75,0.00,14.00,0.18,0.00,10.50,0.12,1.79,61.25,0.01,507.50,624.75,54.95,106.75,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.74,124.25,1.31,1.48,1.25,0.04,0.09,0.06,0.01,0.01,1.32,0.16,1.16,0.58,1.64,2.48,4.57,4.96,1.63,2.16,55.46,2.54,0.63,1.96,2.57,"Poultry Products"
2025-05-18,12:15 PM,"Lunch","Rice, White, Long-Grain, Regular, Enriched, Cooked","300.00 g",390.00,0.00,0.00,7.20,134.46,205.32,0.49,0.04,4.43,1.17,0.28,0.00,0.00,128.40,0.00,0.00,0.00,0.12,0.00,30.00,0.21,3.60,36.00,1.42,129.00,105.00,22.50,3.00,1.47,83.44,84.51,1.02,1.02,0.00,69.00,0.09,0.84,0.00,0.26,0.23,0.23,0.00,0.04,0.04,0.00,0.00,0.19,0.00,0.19,0.17,0.19,0.35,0.67,0.29,0.19,0.43,8.07,0.29,0.09,0.27,0.49,"Cereal Grains and Pasta"
2025-05-18,12:16 PM,"Lunch","Carrots, Raw","40.00 g",18.00,0.00,0.00,17.68,6.31,35.09,0.03,0.04,0.56,0.11,0.06,0.00,3314.00,14.80,334.12,2.36,0.00,0.34,3.32,12.00,0.02,0.06,4.80,0.05,16.00,112.00,0.00,34.80,0.10,2.78,4.11,1.24,1.03,0.21,0.57,1.90,0.14,0.00,0.01,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.03,0.04,0.04,0.01,0.02,0.38,0.08,0.00,0.02,0.03,"Vegetables and Vegetable Products"
2025-05-18,12:16 PM,"Lunch","Aroy-D, Red Curry Paste","30.00 ml",40.00,,,,,,,,,,,,,,,,,,,20.00,,0.00,,,,200.00,,1560.00,,4.00,6.00,2.00,,,,2.00,0.80,0.00,,,0.20,0.00,,,,,,,,,,,,,,,2.00,,,,,"Soups, Sauces, and Gravies"
2025-05-18,12:35 PM,"Lunch","Whittaker's, The Original Peanut Slab, Milk Chocolate Bar","0.90 bar",240.76,,,,,,,,,,,,,,,,,,,,,,,,,,,21.60,,20.16,20.16,,,,,19.04,14.99,,,,5.67,,,,,,,,,,,,,,,,5.94,,,,,"Sweets"
2025-05-18,6:10 PM,"Dinner","Sweet Potato, Baked","300.00 g",270.00,0.00,0.00,262.80,9.60,227.34,0.32,0.32,4.46,2.65,0.86,0.00,34527.00,18.00,2882.63,58.80,0.00,2.13,6.90,114.00,0.48,2.07,81.00,1.49,162.00,1425.00,0.60,108.00,0.96,51.95,62.13,9.90,7.29,2.61,21.15,19.44,0.45,0.00,0.01,0.28,0.16,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.08,0.12,0.21,0.35,0.25,0.11,0.34,6.03,0.32,0.12,0.13,0.33,"Vegetables and Vegetable Products"
2025-05-18,6:10 PM,"Dinner","Beef, Loin, Strip Loin, New York Steak, Boneless, Lean, Cooked, Broiled","210.00 g",438.90,0.00,0.00,,,123.02,0.15,0.89,18.67,2.21,0.67,5.15,0.00,14.70,4.20,0.00,6.30,0.69,3.36,29.40,0.21,6.17,42.00,0.02,577.50,789.60,56.70,128.10,14.80,0.00,0.00,0.00,,,0.00,0.00,15.62,149.10,7.85,0.73,6.87,0.59,,0.04,0.00,0.00,,0.00,0.46,0.68,2.52,3.16,5.83,6.52,1.80,2.70,68.44,3.19,0.76,2.53,3.34,"Beef Products"
2025-05-18,6:31 PM,"Dinner","Rice, White, Long-Grain, Regular, Enriched, Cooked","100.00 g",130.00,0.00,0.00,2.40,44.82,68.44,0.16,0.01,1.48,0.39,0.09,0.00,0.00,42.80,0.00,0.00,0.00,0.04,0.00,10.00,0.07,1.20,12.00,0.47,43.00,35.00,7.50,1.00,0.49,27.81,28.17,0.34,0.34,0.00,23.00,0.03,0.28,0.00,0.09,0.08,0.08,0.00,0.01,0.01,0.00,0.00,0.06,0.00,0.06,0.06,0.06,0.12,0.22,0.10,0.06,0.14,2.69,0.10,0.03,0.09,0.16,"Cereal Grains and Pasta"
2025-05-18,6:32 PM,"Dinner","Greek Salad, with Spinach, Lettuce, Feta Cheese, Tomatoes, Cucumber, Olives","1.50 cup, chopped",122.85,0.00,0.00,227.46,6.07,134.78,0.06,0.12,0.55,0.26,0.12,0.16,1497.01,55.49,141.04,15.02,0.00,1.76,148.08,79.97,0.10,1.49,32.38,0.22,67.76,332.48,5.23,295.17,0.54,3.87,5.73,1.81,1.45,0.36,0.09,2.58,10.27,5.44,2.86,4.21,2.40,0.13,0.54,0.54,0.00,0.00,3.60,0.00,3.60,0.03,0.08,0.17,0.28,0.24,0.07,0.15,3.56,0.14,0.04,0.13,0.21,"Vegetables and Vegetable Products"
2025-05-18,6:14 AM,"Snacks","Kamuts & milk","1.00 full recipe",527.32,0.00,0.00,0.12,0.00,6.84,0.00,0.02,0.05,0.03,0.01,0.00,0.00,0.80,120.00,0.20,180.00,0.00,0.00,418.34,0.01,1.07,0.80,0.03,1.60,101.96,0.32,280.51,0.09,71.87,77.10,5.08,0.00,0.00,0.00,47.17,6.74,66.38,0.00,0.00,4.16,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.11,0.00,0.00,0.00,0.00,""
2025-05-18,2:11 PM,"Snacks","President's Choice, Popcorn, Chicago Mix","2.00 x 2.0 cups",520.00,,,,,,,,,,,,,,180.00,0.00,,,,40.00,,1.00,,,,150.00,,620.00,,60.00,64.00,4.00,,,,30.00,28.00,30.00,,,8.00,0.40,,,,,,,,,,,,,,,4.00,,,,,"Snacks"
2025-05-18,5:45 PM,"Snacks","Lesley Stowe, Raincoast Crisps, Cranberry and Hazelnut Crackers","1.00 x 4.0 crackers",80.00,,,,,,,,,,,,,,0.00,0.00,,,,20.00,,1.08,,,,,,130.00,,11.00,12.00,1.00,,,,4.00,2.50,0.00,,,0.40,0.00,,,,,,,,,,,,,,,3.00,,,,,"Baked Products"
2025-05-19,7:04 AM,"Breakfast","Overnight protien oats","1.00 full recipe",620.29,,,,,461.84,,0.85,,,,6.00,,,300.00,0.00,360.00,4.02,,762.86,,7.30,48.00,,40.00,1154.29,,244.29,3.00,67.71,90.29,22.57,,,,6.29,14.03,5.71,4.00,1.40,1.97,0.00,0.00,,,,1.40,,,,,,,,,,31.14,,,,,""
2025-05-19,7:00 AM,"Breakfast","Bananas, Raw","110.00 g",96.80,0.00,0.00,6.27,3.52,82.83,0.06,0.00,0.73,0.37,0.23,0.00,8.80,15.40,1.05,13.53,0.00,0.14,0.11,5.50,0.11,0.00,30.80,0.28,24.20,358.60,0.00,0.00,0.18,23.42,25.30,1.87,1.27,0.61,4.03,17.40,0.32,0.00,0.04,0.08,0.12,0.00,0.03,0.03,0.00,0.00,0.05,0.00,0.05,0.01,0.06,0.02,0.05,0.04,0.01,0.04,0.81,0.02,0.01,0.01,0.04,"Fruits and Fruit Juices"
2025-05-19,7:00 AM,"Breakfast","Ghost, Whey Protein, Nutter Butter","62.00 g",239.04,,,,,4.10,0.44,0.53,6.20,,0.62,1.41,,210.80,9.30,0.50,0.00,0.24,0.31,225.59,0.62,0.57,112.22,,398.66,286.84,15.38,403.37,4.43,10.46,11.95,1.49,,,,4.48,3.73,52.29,0.17,0.57,1.49,0.00,0.07,,,,0.51,,,,,,,,,,38.84,,,,,"Supplements"
2025-05-19,2:03 PM,"Lunch","Beef, Loin, Strip Loin, New York Steak, Boneless, Lean, Cooked, Broiled","170.00 g",355.30,0.00,0.00,,,99.59,0.12,0.72,15.11,1.79,0.54,4.17,0.00,11.90,3.40,0.00,5.10,0.56,2.72,23.80,0.17,5.00,34.00,0.02,467.50,639.20,45.90,103.70,11.99,0.00,0.00,0.00,,,0.00,0.00,12.65,120.70,6.36,0.60,5.56,0.48,,0.03,0.00,0.00,,0.00,0.37,0.55,2.04,2.56,4.72,5.28,1.46,2.19,55.40,2.58,0.62,2.05,2.70,"Beef Products"
2025-05-19,2:06 PM,"Lunch","Pineapple, Raw","415.00 g",224.10,0.00,0.00,0.00,0.00,352.71,0.27,0.13,0.95,0.88,0.46,0.00,145.25,74.70,12.11,243.19,0.00,0.08,2.91,53.95,0.39,0.21,53.95,3.59,20.75,568.55,0.42,0.00,0.46,54.27,58.47,3.86,3.74,0.12,0.00,47.39,0.87,0.00,0.10,0.29,0.06,0.00,0.12,0.12,0.00,0.00,0.17,0.00,0.17,0.05,0.04,0.07,0.08,0.09,0.04,0.07,1.91,0.07,0.02,0.07,0.08,"Fruits and Fruit Juices"
2025-05-19,2:47 PM,"Lunch","Sesame Snaps, Sesame Snack, 180 Cal","1.00 pack",180.00,,,,,,,,,,,,,,0.00,0.00,,,,20.00,,1.00,,,,100.00,,4.00,,15.00,17.00,2.00,,,,11.00,11.00,0.00,,,1.50,0.00,,,,,,,,,,,,,,,4.00,,,,,"Sweets"
2025-05-19,5:59 PM,"Dinner","Rice, White, Long-Grain, Regular, Enriched, Cooked","280.00 g",364.00,0.00,0.00,6.72,125.50,191.63,0.46,0.04,4.13,1.09,0.26,0.00,0.00,119.84,0.00,0.00,0.00,0.11,0.00,28.00,0.19,3.36,33.60,1.32,120.40,98.00,21.00,2.80,1.37,77.88,78.88,0.95,0.95,0.00,64.40,0.08,0.78,0.00,0.25,0.21,0.22,0.00,0.04,0.04,0.00,0.00,0.17,0.00,0.17,0.15,0.18,0.32,0.62,0.27,0.18,0.40,7.53,0.27,0.09,0.25,0.46,"Cereal Grains and Pasta"
2025-05-19,4:59 PM,"Dinner","Mango, Fresh","80.00 g",48.00,0.00,0.00,0.36,16.00,66.77,0.02,0.03,0.54,0.16,0.10,0.00,512.00,34.40,43.30,29.12,0.00,0.72,3.36,8.80,0.09,0.13,8.00,0.05,11.20,134.40,0.48,0.80,0.07,10.58,11.98,1.28,0.78,0.50,0.18,10.93,0.30,0.00,0.11,0.06,0.07,0.00,0.04,0.04,0.00,0.00,0.02,0.00,0.02,0.00,0.02,0.02,0.04,0.05,0.01,0.02,0.66,0.02,0.01,0.01,0.03,"Fruits and Fruit Juices"
2025-05-19,4:59 PM,"Dinner","Pineapple, Raw","150.00 g",81.00,0.00,0.00,0.00,0.00,127.49,0.10,0.05,0.34,0.32,0.17,0.00,52.50,27.00,4.38,87.90,0.00,0.03,1.05,19.50,0.14,0.08,19.50,1.30,7.50,205.50,0.15,0.00,0.17,19.61,21.13,1.40,1.35,0.05,0.00,17.13,0.32,0.00,0.03,0.11,0.02,0.00,0.05,0.05,0.00,0.00,0.06,0.00,0.06,0.02,0.01,0.02,0.03,0.03,0.02,0.03,0.69,0.02,0.01,0.02,0.03,"Fruits and Fruit Juices"
2025-05-19,5:00 PM,"Dinner","Tuna, Raw","190.00 g",273.60,0.00,0.00,1.71,0.00,129.37,0.46,0.48,16.44,2.00,0.86,17.92,0.00,3.80,1244.50,0.00,431.30,1.90,0.00,15.20,0.16,1.94,95.00,0.03,482.60,478.80,69.35,74.10,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.31,72.20,3.04,2.72,2.39,0.14,2.54,0.00,1.69,0.54,0.11,0.08,0.03,0.48,1.31,2.04,3.60,4.07,1.31,1.73,44.33,1.94,0.50,1.50,2.28,"Finfish and Shellfish Products"
2025-05-19,5:00 PM,"Dinner","Sesame Oil","2.00 tsp",80.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,1.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.08,0.00,3.61,3.79,1.31,0.00,0.03,0.03,0.00,0.00,3.75,0.00,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fats and Oils"
2025-05-19,6:20 PM,"Dinner","Lean granola","30.00 g",123.11,,,,,0.00,,,,,,,,,0.00,0.00,,0.00,0.01,12.06,,1.06,,,,90.38,,0.00,0.00,18.66,21.07,2.41,,,,6.79,2.86,0.00,0.05,0.02,1.40,0.00,0.00,0.00,,,0.02,,0.02,,,,,,,,3.62,,,,,""
2025-05-19,10:03 AM,"Snacks","Kelloggs, Rice Krispies Squares","2.00 bar",180.00,,,,,,,0.20,2.40,,,,,80.00,0.00,0.00,,,,0.00,,1.44,,,,10.00,,210.00,,34.00,34.00,0.00,,,,16.00,5.00,0.00,,,1.00,0.00,,,,,,,,,,,,,,,2.00,,,,,"Snacks"
2025-05-19,11:43 AM,"Snacks","Reese’s, Zero Sugar Miniature Cups, Chocolate Candy & Peanut Butter","0.67 x 3.0 pieces",73.26,,,,,,,,,,,,,,,,0.00,,,6.66,,0.53,,,,33.30,,46.62,,0.67,10.66,2.00,,,,0.00,5.33,1.67,,,2.33,0.00,,,,,,,,,,,,,,,1.33,,,,,"Sweets"
2025-05-19,11:43 AM,"Snacks","Lotus, Biscoff, 150 Cal","1.25 x 4.0 cookies",187.50,,,,,,,,,,,,,,,,0.00,,,7.50,,0.00,,,,31.25,,143.75,,28.75,28.75,0.00,,,,15.00,7.50,0.00,,,3.13,0.00,,,,,,,,,,,,,,,2.50,,,,,"Sweets"
2025-05-19,11:43 AM,"Snacks","Vanilla creaimi","1.00 full recipe",342.72,,,,,92.53,,0.56,0.07,0.01,,1.63,,0.96,225.00,0.00,180.00,3.20,,755.94,0.02,0.08,30.76,0.04,258.64,495.16,0.10,617.91,2.30,14.64,20.04,1.40,,,,8.32,10.74,76.38,,,6.16,0.00,,,,,,,,,,,,,,,43.89,,,,,""
2025-05-19,4:58 PM,"Snacks","Lean granola","20.00 g",82.08,,,,,0.00,,,,,,,,,0.00,0.00,,0.00,0.01,8.04,,0.70,,,,60.26,,0.00,0.00,12.44,14.05,1.61,,,,4.53,1.91,0.00,0.03,0.02,0.93,0.00,0.00,0.00,,,0.02,,0.02,,,,,,,,2.41,,,,,""
2025-05-20,8:04 AM,"Breakfast","One Degree Organic Foods, Gluten Free Sprouted Rolled Oats, 200 Cal","80.00 g",307.69,,,,,8.67,0.37,0.12,0.90,0.90,0.08,,,25.60,,,0.00,0.34,1.60,43.08,0.31,3.08,110.40,2.90,328.00,343.08,23.12,4.80,2.91,43.08,52.31,9.23,,,,0.00,5.38,0.00,1.58,1.84,0.77,0.00,0.08,,,,1.76,,,0.36,0.22,0.40,0.78,0.51,0.17,0.53,10.77,0.31,0.15,0.32,0.55,"Breakfast Cereals"
2025-05-20,8:06 AM,"Breakfast","Ghost, Whey Protein, Cereal Milk","60.00 g",226.09,,,,,,,,,,,,,,0.00,0.00,,,,173.91,,0.00,,,,121.74,,260.87,,6.96,6.96,0.00,,,,3.48,2.61,69.57,,,1.74,0.00,,,,,,,,,,,,,,,43.48,,,,,"Supplements"
2025-05-20,8:06 AM,"Breakfast","PB2, Organic Powdered Peanut Butter","10.00 g",41.67,,,,,,,,,,,,,13.33,,,,,,,,0.30,,,,,,58.33,,2.50,4.17,1.67,,,,1.67,1.25,0.00,0.83,,0.00,0.00,,,,,,,,,,,,,,,4.17,,,,,"Nut and Seed Products"
2025-05-20,8:06 AM,"Breakfast","Maple Syrup","96.00 g",249.60,0.00,0.00,0.67,0.00,31.09,0.06,1.22,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.92,0.02,0.11,20.16,2.79,1.92,203.52,0.58,11.52,1.41,64.36,64.36,0.00,0.00,0.00,0.00,58.04,0.06,0.00,0.01,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,"Sweets"
2025-05-20,8:06 AM,"Breakfast","Peanut Butter, Natural, Unsalted","15.00 g",88.05,0.00,0.00,21.00,67.20,0.27,0.02,0.03,2.15,0.15,0.07,0.00,0.00,14.55,0.00,0.00,0.00,0.74,0.00,8.70,0.06,0.24,26.70,0.27,54.45,95.10,1.40,0.90,0.42,1.91,3.19,1.26,1.26,0.07,0.66,0.74,7.45,0.00,3.93,1.47,1.16,0.00,0.00,0.00,0.00,0.00,1.46,0.00,1.45,0.05,0.09,0.12,0.23,0.13,0.04,0.18,3.65,0.12,0.03,0.14,0.15,"Fats and Oils"
2025-05-20,8:07 AM,"Breakfast","Kirkland Signature, Almond Beverage, Vanilla","1.50 Cup",45.00,,,,,346.16,,0.60,,,,1.50,,,150.00,,120.00,1.88,,450.00,,0.00,22.50,,262.50,337.50,,150.00,1.50,0.00,1.50,1.50,,,,0.00,4.50,0.00,3.00,1.05,0.30,0.00,0.00,,,,1.05,,,,,,,,,,1.50,,,,,"Beverages"
2025-05-20,12:28 PM,"Lunch","Vanilla creaimi","1.00 full recipe",342.72,,,,,92.53,,0.56,0.07,0.01,,1.63,,0.96,225.00,0.00,180.00,3.20,,755.94,0.02,0.08,30.76,0.04,258.64,495.16,0.10,617.91,2.30,14.64,20.04,1.40,,,,8.32,10.74,76.38,,,6.16,0.00,,,,,,,,,,,,,,,43.89,,,,,""
